Sales,Price,Region,Product,Year,Month,Source
100.3622551,2.455593979,SW,POJ,2008,Aug,MomPop
1575.825655,1.805,NE,ROJ,2008,Sep,MomPop
1352,1.805,NE,ROJ,2008,Oct,MomPop
1335,1.805,NE,ROJ,2008,Nov,MomPop
1407,1.805,NE,ROJ,2008,Dec,MomPop
1667,1.805,NE,ROJ,2008,Jan,MomPop
1547,1.805,NE,ROJ,2008,Feb,MomPop
1372,1.805,NE,ROJ,2008,Mar,MomPop
1635,1.805,NE,ROJ,2008,Apr,MomPop
1582,1.805,NE,ROJ,2008,May,MomPop
1579,1.805,NE,ROJ,2008,Jun,MomPop
1792,1.805,NE,ROJ,2008,Jul,MomPop
1720,1.805,NE,ROJ,2008,Aug,MomPop
2979.181491,1.805,MA,ROJ,2008,Sep,MomPop
2580,1.805,MA,ROJ,2008,Oct,MomPop
2926,1.805,MA,ROJ,2008,Nov,MomPop
2486,1.805,MA,ROJ,2008,Dec,MomPop
2552,1.805,MA,ROJ,2008,Jan,MomPop
2665,1.805,MA,ROJ,2008,Feb,MomPop
3079,1.805,MA,ROJ,2008,Mar,MomPop
2971,1.805,MA,ROJ,2008,Apr,MomPop
3076,1.805,MA,ROJ,2008,May,MomPop
2951,1.805,MA,ROJ,2008,Jun,MomPop
2473,1.805,MA,ROJ,2008,Jul,MomPop
2680,1.805,MA,ROJ,2008,Aug,MomPop
927.0691779,2.0425,SE,ROJ,2008,Sep,MomPop
970,2.0425,SE,ROJ,2008,Oct,MomPop
794,2.0425,SE,ROJ,2008,Nov,MomPop
916,2.0425,SE,ROJ,2008,Dec,MomPop
979,2.0425,SE,ROJ,2008,Jan,MomPop
939,2.0425,SE,ROJ,2008,Feb,MomPop
788,2.0425,SE,ROJ,2008,Mar,MomPop
968,2.0425,SE,ROJ,2008,Apr,MomPop
833,2.0425,SE,ROJ,2008,May,MomPop
846,2.0425,SE,ROJ,2008,Jun,MomPop
964,2.0425,SE,ROJ,2008,Jul,MomPop
842,2.0425,SE,ROJ,2008,Aug,MomPop
1157.150557,2.09,MW,ROJ,2008,Sep,MomPop
1090.073791,2.09,MW,ROJ,2008,Oct,MomPop
1299.662221,2.09,MW,ROJ,2008,Nov,MomPop
1134.364075,2.09,MW,ROJ,2008,Dec,MomPop
1103.832586,2.09,MW,ROJ,2008,Jan,MomPop
1343.918566,2.09,MW,ROJ,2008,Feb,MomPop
1342.269482,2.09,MW,ROJ,2008,Mar,MomPop
1355.089101,2.09,MW,ROJ,2008,Apr,MomPop
1503.372613,2.09,MW,ROJ,2008,May,MomPop
1065.487978,2.09,MW,ROJ,2008,Jun,MomPop
1213.068698,2.09,MW,ROJ,2008,Jul,MomPop
1042.635762,2.09,MW,ROJ,2008,Aug,MomPop
783.4024234,2.09,DS,ROJ,2008,Sep,MomPop
752.6094947,2.09,DS,ROJ,2008,Oct,MomPop
733.3612,2.09,DS,ROJ,2008,Nov,MomPop
938.6452048,2.09,DS,ROJ,2008,Dec,MomPop
759.7110396,2.09,DS,ROJ,2008,Jan,MomPop
788.9582732,2.09,DS,ROJ,2008,Feb,MomPop
903.5177192,2.09,DS,ROJ,2008,Mar,MomPop
944.1456628,2.09,DS,ROJ,2008,Apr,MomPop
755.7987384,2.09,DS,ROJ,2008,May,MomPop
865.074447,2.09,DS,ROJ,2008,Jun,MomPop
800.0565258,2.09,DS,ROJ,2008,Jul,MomPop
672.7269083,2.09,DS,ROJ,2008,Aug,MomPop
286.4943842,2.386134912,NW,ROJ,2008,Sep,MomPop
303.5561819,2.386134912,NW,ROJ,2008,Oct,MomPop
343.7909535,2.386134912,NW,ROJ,2008,Nov,MomPop
267.432466,2.386134912,NW,ROJ,2008,Dec,MomPop
344.6061953,2.386134912,NW,ROJ,2008,Jan,MomPop
336.5830201,2.386134912,NW,ROJ,2008,Feb,MomPop
298.3583014,2.386134912,NW,ROJ,2008,Mar,MomPop
294.8967295,2.386134912,NW,ROJ,2008,Apr,MomPop
356.7146385,2.386134912,NW,ROJ,2008,May,MomPop
303.1450556,2.386134912,NW,ROJ,2008,Jun,MomPop
341.0130174,2.386134912,NW,ROJ,2008,Jul,MomPop
301.9523482,2.386134912,NW,ROJ,2008,Aug,MomPop
1073.240488,1.9,SW,ROJ,2008,Sep,MomPop
844.3727074,2.09,SW,ROJ,2008,Oct,MomPop
817.9786576,2.09,SW,ROJ,2008,Nov,MomPop
867.1063326,2.09,SW,ROJ,2008,Dec,MomPop
766.4912664,2.09,SW,ROJ,2008,Jan,MomPop
1016.830025,2.09,SW,ROJ,2008,Feb,MomPop
978.384916,2.09,SW,ROJ,2008,Mar,MomPop
941.2521463,2.09,SW,ROJ,2008,Apr,MomPop
727.0197443,2.09,SW,ROJ,2008,May,MomPop
884.182969,2.09,SW,ROJ,2008,Jun,MomPop
832.3903713,2.09,SW,ROJ,2008,Jul,MomPop
854.3858426,2.09,SW,ROJ,2008,Aug,MomPop
1224.825655,1.81725198,NE,FCOJ,2008,Sep,MomPop
1070,1.81725198,NE,FCOJ,2008,Oct,MomPop
1465,1.81725198,NE,FCOJ,2008,Nov,MomPop
1129,1.81725198,NE,FCOJ,2008,Dec,MomPop
1279,1.81725198,NE,FCOJ,2008,Jan,MomPop
1344,1.81725198,NE,FCOJ,2008,Feb,MomPop
1317,1.81725198,NE,FCOJ,2008,Mar,MomPop
1557,1.81725198,NE,FCOJ,2008,Apr,MomPop
1222,1.81725198,NE,FCOJ,2008,May,MomPop
1533,1.81725198,NE,FCOJ,2008,Jun,MomPop
1060,1.81725198,NE,FCOJ,2008,Jul,MomPop
1359,1.81725198,NE,FCOJ,2008,Aug,MomPop
859.1814911,1.9627019,MA,FCOJ,2008,Sep,MomPop
931,1.9627019,MA,FCOJ,2008,Oct,MomPop
995,1.9627019,MA,FCOJ,2008,Nov,MomPop
1116,1.9627019,MA,FCOJ,2008,Dec,MomPop
1108,1.9627019,MA,FCOJ,2008,Jan,MomPop
847,1.9627019,MA,FCOJ,2008,Feb,MomPop
915,1.9627019,MA,FCOJ,2008,Mar,MomPop
1159,1.9627019,MA,FCOJ,2008,Apr,MomPop
1003,1.9627019,MA,FCOJ,2008,May,MomPop
1229,1.9627019,MA,FCOJ,2008,Jun,MomPop
1380,1.9627019,MA,FCOJ,2008,Jul,MomPop
1262,1.9627019,MA,FCOJ,2008,Aug,MomPop
1330.069178,1.85840041,SE,FCOJ,2008,Sep,MomPop
1192,1.85840041,SE,FCOJ,2008,Oct,MomPop
1324,1.85840041,SE,FCOJ,2008,Nov,MomPop
1219,1.85840041,SE,FCOJ,2008,Dec,MomPop
1313,1.85840041,SE,FCOJ,2008,Jan,MomPop
1406,1.85840041,SE,FCOJ,2008,Feb,MomPop
1491,1.85840041,SE,FCOJ,2008,Mar,MomPop
1478,1.85840041,SE,FCOJ,2008,Apr,MomPop
1420,1.85840041,SE,FCOJ,2008,May,MomPop
1161,1.85840041,SE,FCOJ,2008,Jun,MomPop
1583,1.85840041,SE,FCOJ,2008,Jul,MomPop
1366,1.85840041,SE,FCOJ,2008,Aug,MomPop
1170.150557,2.140581519,MW,FCOJ,2008,Sep,MomPop
1451.073791,2.140581519,MW,FCOJ,2008,Oct,MomPop
1199.662221,2.140581519,MW,FCOJ,2008,Nov,MomPop
1475.364075,2.140581519,MW,FCOJ,2008,Dec,MomPop
1273.832586,2.140581519,MW,FCOJ,2008,Jan,MomPop
1468.918566,2.140581519,MW,FCOJ,2008,Feb,MomPop
1109.269482,2.140581519,MW,FCOJ,2008,Mar,MomPop
1349.089101,2.140581519,MW,FCOJ,2008,Apr,MomPop
1131.372613,2.140581519,MW,FCOJ,2008,May,MomPop
1125.954813,2.140581519,MW,FCOJ,2008,Jun,MomPop
1276.068698,2.140581519,MW,FCOJ,2008,Jul,MomPop
1157.128547,2.140581519,MW,FCOJ,2008,Aug,MomPop
1128.402423,1.789740744,DS,FCOJ,2008,Sep,MomPop
1194.516082,1.789740744,DS,FCOJ,2008,Oct,MomPop
1286.3612,1.789740744,DS,FCOJ,2008,Nov,MomPop
1160.645205,1.789740744,DS,FCOJ,2008,Dec,MomPop
1151.71104,1.789740744,DS,FCOJ,2008,Jan,MomPop
1511.958273,1.789740744,DS,FCOJ,2008,Feb,MomPop
1356.517719,1.789740744,DS,FCOJ,2008,Mar,MomPop
1370.145663,1.789740744,DS,FCOJ,2008,Apr,MomPop
1320.798738,1.789740744,DS,FCOJ,2008,May,MomPop
1471.746781,1.789740744,DS,FCOJ,2008,Jun,MomPop
1166.056526,1.789740744,DS,FCOJ,2008,Jul,MomPop
1149.370482,1.789740744,DS,FCOJ,2008,Aug,MomPop
464.4943842,1.949710947,NW,FCOJ,2008,Sep,MomPop
493.5561819,1.949710947,NW,FCOJ,2008,Oct,MomPop
428.7909535,1.949710947,NW,FCOJ,2008,Nov,MomPop
446.432466,1.949710947,NW,FCOJ,2008,Dec,MomPop
468.6061953,1.949710947,NW,FCOJ,2008,Jan,MomPop
516.5830201,1.949710947,NW,FCOJ,2008,Feb,MomPop
466.3583014,1.949710947,NW,FCOJ,2008,Mar,MomPop
473.8967295,1.949710947,NW,FCOJ,2008,Apr,MomPop
590.7146385,1.949710947,NW,FCOJ,2008,May,MomPop
551.5648445,1.949710947,NW,FCOJ,2008,Jun,MomPop
561.0130174,1.949710947,NW,FCOJ,2008,Jul,MomPop
577.7192478,1.949710947,NW,FCOJ,2008,Aug,MomPop
742.2404885,1.987587194,SW,FCOJ,2008,Sep,MomPop
826.3727074,1.987587194,SW,FCOJ,2008,Oct,MomPop
829.9786576,1.987587194,SW,FCOJ,2008,Nov,MomPop
717.1063326,1.987587194,SW,FCOJ,2008,Dec,MomPop
649.4912664,1.987587194,SW,FCOJ,2008,Jan,MomPop
841.8300254,1.987587194,SW,FCOJ,2008,Feb,MomPop
907.384916,1.987587194,SW,FCOJ,2008,Mar,MomPop
847.2521463,1.987587194,SW,FCOJ,2008,Apr,MomPop
758.0197443,1.987587194,SW,FCOJ,2008,May,MomPop
840.412917,1.987587194,SW,FCOJ,2008,Jun,MomPop
768.3903713,1.987587194,SW,FCOJ,2008,Jul,MomPop
940.0973277,1.987587194,SW,FCOJ,2008,Aug,MomPop
471,2.523586726,NE,ORA,2009,Sep,MomPop
472,2.523586726,NE,ORA,2009,Oct,MomPop
438,2.523586726,NE,ORA,2009,Nov,MomPop
492,2.523586726,NE,ORA,2009,Dec,MomPop
532,2.523586726,NE,ORA,2009,Jan,MomPop
473,2.523586726,NE,ORA,2009,Feb,MomPop
432,2.523586726,NE,ORA,2009,Mar,MomPop
486,2.523586726,NE,ORA,2009,Apr,MomPop
470,2.523586726,NE,ORA,2009,May,MomPop
566,2.523586726,NE,ORA,2009,Jun,MomPop
552,2.523586726,NE,ORA,2009,Jul,MomPop
515,2.523586726,NE,ORA,2009,Aug,MomPop
1292,2.134124078,MA,ORA,2009,Sep,MomPop
1033,2.134124078,MA,ORA,2009,Oct,MomPop
1163,2.134124078,MA,ORA,2009,Nov,MomPop
1348,2.134124078,MA,ORA,2009,Dec,MomPop
1317,2.134124078,MA,ORA,2009,Jan,MomPop
1158,2.134124078,MA,ORA,2009,Feb,MomPop
1597,2.134124078,MA,ORA,2009,Mar,MomPop
1462,2.134124078,MA,ORA,2009,Apr,MomPop
1473,2.134124078,MA,ORA,2009,May,MomPop
1343,2.134124078,MA,ORA,2009,Jun,MomPop
1037,2.134124078,MA,ORA,2009,Jul,MomPop
1109,2.134124078,MA,ORA,2009,Aug,MomPop
857,1.973841218,SE,ORA,2009,Sep,MomPop
851,1.973841218,SE,ORA,2009,Oct,MomPop
752,1.973841218,SE,ORA,2009,Nov,MomPop
716,1.973841218,SE,ORA,2009,Dec,MomPop
776,1.973841218,SE,ORA,2009,Jan,MomPop
880,1.973841218,SE,ORA,2009,Feb,MomPop
940,1.973841218,SE,ORA,2009,Mar,MomPop
819,1.973841218,SE,ORA,2009,Apr,MomPop
760,1.973841218,SE,ORA,2009,May,MomPop
737,1.973841218,SE,ORA,2009,Jun,MomPop
760,1.973841218,SE,ORA,2009,Jul,MomPop
856,1.973841218,SE,ORA,2009,Aug,MomPop
1484,1.949137958,MW,ORA,2009,Sep,MomPop
1336,1.949137958,MW,ORA,2009,Oct,MomPop
1234,1.949137958,MW,ORA,2009,Nov,MomPop
1125,1.949137958,MW,ORA,2009,Dec,MomPop
1288,1.949137958,MW,ORA,2009,Jan,MomPop
1059,1.949137958,MW,ORA,2009,Feb,MomPop
1078,1.949137958,MW,ORA,2009,Mar,MomPop
1443,1.949137958,MW,ORA,2009,Apr,MomPop
1400,1.949137958,MW,ORA,2009,May,MomPop
1364,1.949137958,MW,ORA,2009,Jun,MomPop
1375,1.949137958,MW,ORA,2009,Jul,MomPop
1453,1.949137958,MW,ORA,2009,Aug,MomPop
842,1.806688919,DS,ORA,2009,Sep,MomPop
727,1.806688919,DS,ORA,2009,Oct,MomPop
0,1.806688919,DS,ORA,2009,Nov,MomPop
0,1.806688919,DS,ORA,2009,Dec,MomPop
0,1.806688919,DS,ORA,2009,Jan,MomPop
0,1.806688919,DS,ORA,2009,Feb,MomPop
0,1.806688919,DS,ORA,2009,Mar,MomPop
0,1.806688919,DS,ORA,2009,Apr,MomPop
0,1.806688919,DS,ORA,2009,May,MomPop
0,1.806688919,DS,ORA,2009,Jun,MomPop
0,1.806688919,DS,ORA,2009,Jul,MomPop
0,1.806688919,DS,ORA,2009,Aug,MomPop
444,1.836660842,NW,ORA,2009,Sep,MomPop
326,1.836660842,NW,ORA,2009,Oct,MomPop
0,1.836660842,NW,ORA,2009,Nov,MomPop
0,1.836660842,NW,ORA,2009,Dec,MomPop
0,1.836660842,NW,ORA,2009,Jan,MomPop
0,1.836660842,NW,ORA,2009,Feb,MomPop
0,1.836660842,NW,ORA,2009,Mar,MomPop
0,1.836660842,NW,ORA,2009,Apr,MomPop
0,1.836660842,NW,ORA,2009,May,MomPop
0,1.836660842,NW,ORA,2009,Jun,MomPop
0,1.836660842,NW,ORA,2009,Jul,MomPop
0,1.836660842,NW,ORA,2009,Aug,MomPop
576,2.241670434,SW,ORA,2009,Sep,MomPop
330,2.241670434,SW,ORA,2009,Oct,MomPop
0,2.241670434,SW,ORA,2009,Nov,MomPop
0,2.241670434,SW,ORA,2009,Dec,MomPop
0,2.241670434,SW,ORA,2009,Jan,MomPop
0,2.241670434,SW,ORA,2009,Feb,MomPop
0,2.241670434,SW,ORA,2009,Mar,MomPop
0,2.241670434,SW,ORA,2009,Apr,MomPop
0,2.241670434,SW,ORA,2009,May,MomPop
0,2.241670434,SW,ORA,2009,Jun,MomPop
0,2.241670434,SW,ORA,2009,Jul,MomPop
0,2.241670434,SW,ORA,2009,Aug,MomPop
152.5618335,3.038709486,NE,POJ,2009,Sep,MomPop
0,3.038709486,NE,POJ,2009,Oct,MomPop
0,3.038709486,NE,POJ,2009,Nov,MomPop
0,3.038709486,NE,POJ,2009,Dec,MomPop
0,3.038709486,NE,POJ,2009,Jan,MomPop
0,3.038709486,NE,POJ,2009,Feb,MomPop
0,3.038709486,NE,POJ,2009,Mar,MomPop
0,3.038709486,NE,POJ,2009,Apr,MomPop
0,3.038709486,NE,POJ,2009,May,MomPop
0,3.038709486,NE,POJ,2009,Jun,MomPop
0,3.038709486,NE,POJ,2009,Jul,MomPop
0,3.038709486,NE,POJ,2009,Aug,MomPop
275.1728198,2.755859899,MA,POJ,2009,Sep,MomPop
0,2.755859899,MA,POJ,2009,Oct,MomPop
0,2.755859899,MA,POJ,2009,Nov,MomPop
0,2.755859899,MA,POJ,2009,Dec,MomPop
0,2.755859899,MA,POJ,2009,Jan,MomPop
0,2.755859899,MA,POJ,2009,Feb,MomPop
0,2.755859899,MA,POJ,2009,Mar,MomPop
0,2.755859899,MA,POJ,2009,Apr,MomPop
0,2.755859899,MA,POJ,2009,May,MomPop
0,2.755859899,MA,POJ,2009,Jun,MomPop
0,2.755859899,MA,POJ,2009,Jul,MomPop
0,2.755859899,MA,POJ,2009,Aug,MomPop
346.3051008,2.201506985,SE,POJ,2009,Sep,MomPop
0,2.201506985,SE,POJ,2009,Oct,MomPop
0,2.201506985,SE,POJ,2009,Nov,MomPop
0,2.201506985,SE,POJ,2009,Dec,MomPop
0,2.201506985,SE,POJ,2009,Jan,MomPop
0,2.201506985,SE,POJ,2009,Feb,MomPop
0,2.201506985,SE,POJ,2009,Mar,MomPop
0,2.201506985,SE,POJ,2009,Apr,MomPop
0,2.201506985,SE,POJ,2009,May,MomPop
0,2.201506985,SE,POJ,2009,Jun,MomPop
0,2.201506985,SE,POJ,2009,Jul,MomPop
0,2.201506985,SE,POJ,2009,Aug,MomPop
407.7818179,2.276086759,MW,POJ,2009,Sep,MomPop
187,2.276086759,MW,POJ,2009,Oct,MomPop
151,2.276086759,MW,POJ,2009,Nov,MomPop
215,2.276086759,MW,POJ,2009,Dec,MomPop
187,2.276086759,MW,POJ,2009,Jan,MomPop
203,2.276086759,MW,POJ,2009,Feb,MomPop
143,2.276086759,MW,POJ,2009,Mar,MomPop
196,2.276086759,MW,POJ,2009,Apr,MomPop
168,2.276086759,MW,POJ,2009,May,MomPop
205,2.276086759,MW,POJ,2009,Jun,MomPop
170,2.276086759,MW,POJ,2009,Jul,MomPop
201,2.276086759,MW,POJ,2009,Aug,MomPop
1230.759998,2.06723335,DS,POJ,2009,Sep,MomPop
1522,2.06723335,DS,POJ,2009,Oct,MomPop
1768,2.06723335,DS,POJ,2009,Nov,MomPop
1775,2.06723335,DS,POJ,2009,Dec,MomPop
1550,2.06723335,DS,POJ,2009,Jan,MomPop
1618,2.06723335,DS,POJ,2009,Feb,MomPop
1564,2.06723335,DS,POJ,2009,Mar,MomPop
1599,2.06723335,DS,POJ,2009,Apr,MomPop
1469,2.06723335,DS,POJ,2009,May,MomPop
1763,2.06723335,DS,POJ,2009,Jun,MomPop
1353,2.06723335,DS,POJ,2009,Jul,MomPop
1492,2.06723335,DS,POJ,2009,Aug,MomPop
376.3275635,2.066372766,NW,POJ,2009,Sep,MomPop
451,2.066372766,NW,POJ,2009,Oct,MomPop
499,2.066372766,NW,POJ,2009,Nov,MomPop
447,2.066372766,NW,POJ,2009,Dec,MomPop
582,2.066372766,NW,POJ,2009,Jan,MomPop
465,2.066372766,NW,POJ,2009,Feb,MomPop
445,2.066372766,NW,POJ,2009,Mar,MomPop
611,2.066372766,NW,POJ,2009,Apr,MomPop
563,2.066372766,NW,POJ,2009,May,MomPop
540,2.066372766,NW,POJ,2009,Jun,MomPop
568,2.066372766,NW,POJ,2009,Jul,MomPop
587,2.066372766,NW,POJ,2009,Aug,MomPop
481.6026914,2.455593979,SW,POJ,2009,Sep,MomPop
552,2.455593979,SW,POJ,2009,Oct,MomPop
559,2.455593979,SW,POJ,2009,Nov,MomPop
613,2.455593979,SW,POJ,2009,Dec,MomPop
582,2.455593979,SW,POJ,2009,Jan,MomPop
544,2.455593979,SW,POJ,2009,Feb,MomPop
551,2.455593979,SW,POJ,2009,Mar,MomPop
613,2.455593979,SW,POJ,2009,Apr,MomPop
615,2.455593979,SW,POJ,2009,May,MomPop
692,2.455593979,SW,POJ,2009,Jun,MomPop
600,2.455593979,SW,POJ,2009,Jul,MomPop
610,2.455593979,SW,POJ,2009,Aug,MomPop
1509.647864,1.805,NE,ROJ,2009,Sep,MomPop
1186,1.805,NE,ROJ,2009,Oct,MomPop
1591,1.805,NE,ROJ,2009,Nov,MomPop
1403,1.805,NE,ROJ,2009,Dec,MomPop
1102.787181,1.805,NE,ROJ,2009,Jan,MomPop
375.3181912,1.805,NE,ROJ,2009,Feb,MomPop
436.599613,1.805,NE,ROJ,2009,Mar,MomPop
354.4817857,1.805,NE,ROJ,2009,Apr,MomPop
336.342825,1.805,NE,ROJ,2009,May,MomPop
430.0743469,1.805,NE,ROJ,2009,Jun,MomPop
481.1161917,1.805,NE,ROJ,2009,Jul,MomPop
407.8435887,1.805,NE,ROJ,2009,Aug,MomPop
2488.391839,1.805,MA,ROJ,2009,Sep,MomPop
2634,1.805,MA,ROJ,2009,Oct,MomPop
2476,1.805,MA,ROJ,2009,Nov,MomPop
2793,1.805,MA,ROJ,2009,Dec,MomPop
2206.42331,1.805,MA,ROJ,2009,Jan,MomPop
821.1879271,1.805,MA,ROJ,2009,Feb,MomPop
759.1148725,1.805,MA,ROJ,2009,Mar,MomPop
733.9278326,1.805,MA,ROJ,2009,Apr,MomPop
817.28256,1.805,MA,ROJ,2009,May,MomPop
659.209285,1.805,MA,ROJ,2009,Jun,MomPop
699.1210448,1.805,MA,ROJ,2009,Jul,MomPop
765.9297519,1.805,MA,ROJ,2009,Aug,MomPop
926.0553727,2.0425,SE,ROJ,2009,Sep,MomPop
881,2.0425,SE,ROJ,2009,Oct,MomPop
710,2.0425,SE,ROJ,2009,Nov,MomPop
781,2.0425,SE,ROJ,2009,Dec,MomPop
581.1527285,2.0425,SE,ROJ,2009,Jan,MomPop
226.7292161,2.0425,SE,ROJ,2009,Feb,MomPop
199.7359949,2.0425,SE,ROJ,2009,Mar,MomPop
257.0007365,2.0425,SE,ROJ,2009,Apr,MomPop
213.7718694,2.0425,SE,ROJ,2009,May,MomPop
264.7668199,2.0425,SE,ROJ,2009,Jun,MomPop
227.4668661,2.0425,SE,ROJ,2009,Jul,MomPop
237.2100625,2.0425,SE,ROJ,2009,Aug,MomPop
1167.412923,2.09,MW,ROJ,2009,Sep,MomPop
1366,2.09,MW,ROJ,2009,Oct,MomPop
1209,2.09,MW,ROJ,2009,Nov,MomPop
1015,2.09,MW,ROJ,2009,Dec,MomPop
842.4734141,2.09,MW,ROJ,2009,Jan,MomPop
347.3289004,2.09,MW,ROJ,2009,Feb,MomPop
384.1137544,2.09,MW,ROJ,2009,Mar,MomPop
470.1538799,2.09,MW,ROJ,2009,Apr,MomPop
434.1669805,2.09,MW,ROJ,2009,May,MomPop
445.513783,2.09,MW,ROJ,2009,Jun,MomPop
371.8601323,2.09,MW,ROJ,2009,Jul,MomPop
369.5808317,2.09,MW,ROJ,2009,Aug,MomPop
615.9295499,2.09,DS,ROJ,2009,Sep,MomPop
770,2.09,DS,ROJ,2009,Oct,MomPop
750,2.09,DS,ROJ,2009,Nov,MomPop
707,2.09,DS,ROJ,2009,Dec,MomPop
866,2.09,DS,ROJ,2009,Jan,MomPop
768,2.09,DS,ROJ,2009,Feb,MomPop
748,2.09,DS,ROJ,2009,Mar,MomPop
949,2.09,DS,ROJ,2009,Apr,MomPop
801,2.09,DS,ROJ,2009,May,MomPop
787,2.09,DS,ROJ,2009,Jun,MomPop
774,2.09,DS,ROJ,2009,Jul,MomPop
870,2.09,DS,ROJ,2009,Aug,MomPop
209.8146234,2.386134912,NW,ROJ,2009,Sep,MomPop
259,2.386134912,NW,ROJ,2009,Oct,MomPop
306,2.386134912,NW,ROJ,2009,Nov,MomPop
303,2.386134912,NW,ROJ,2009,Dec,MomPop
289,2.386134912,NW,ROJ,2009,Jan,MomPop
250,2.386134912,NW,ROJ,2009,Feb,MomPop
326,2.386134912,NW,ROJ,2009,Mar,MomPop
286,2.386134912,NW,ROJ,2009,Apr,MomPop
263,2.386134912,NW,ROJ,2009,May,MomPop
287,2.386134912,NW,ROJ,2009,Jun,MomPop
327,2.386134912,NW,ROJ,2009,Jul,MomPop
343,2.386134912,NW,ROJ,2009,Aug,MomPop
787.629889,1.8,SW,ROJ,2009,Sep,MomPop
1245,1.8,SW,ROJ,2009,Oct,MomPop
620,2.09,SW,ROJ,2009,Nov,MomPop
914,2.09,SW,ROJ,2009,Dec,MomPop
909,2.09,SW,ROJ,2009,Jan,MomPop
728,2.09,SW,ROJ,2009,Feb,MomPop
785,2.09,SW,ROJ,2009,Mar,MomPop
939,2.09,SW,ROJ,2009,Apr,MomPop
907,2.09,SW,ROJ,2009,May,MomPop
821,2.09,SW,ROJ,2009,Jun,MomPop
917,2.09,SW,ROJ,2009,Jul,MomPop
819,2.09,SW,ROJ,2009,Aug,MomPop
917.3973209,1.81725198,NE,FCOJ,2009,Sep,MomPop
598.7221676,1.81725198,NE,FCOJ,2009,Oct,MomPop
564.8046667,1.81725198,NE,FCOJ,2009,Nov,MomPop
541.2681708,1.81725198,NE,FCOJ,2009,Dec,MomPop
722.9067354,1.81725198,NE,FCOJ,2009,Jan,MomPop
732.5064943,1.81725198,NE,FCOJ,2009,Feb,MomPop
552.4267106,1.81725198,NE,FCOJ,2009,Mar,MomPop
683.4807435,1.81725198,NE,FCOJ,2009,Apr,MomPop
629.7544659,1.81725198,NE,FCOJ,2009,May,MomPop
705.4044554,1.81725198,NE,FCOJ,2009,Jun,MomPop
659.6607411,1.81725198,NE,FCOJ,2009,Jul,MomPop
652.2917505,1.81725198,NE,FCOJ,2009,Aug,MomPop
950.7727383,1.9627019,MA,FCOJ,2009,Sep,MomPop
500.1002292,1.9627019,MA,FCOJ,2009,Oct,MomPop
491.5917892,1.9627019,MA,FCOJ,2009,Nov,MomPop
559.596331,1.9627019,MA,FCOJ,2009,Dec,MomPop
504.5913497,1.9627019,MA,FCOJ,2009,Jan,MomPop
518.0309734,1.9627019,MA,FCOJ,2009,Feb,MomPop
589.1717604,1.9627019,MA,FCOJ,2009,Mar,MomPop
572.6608183,1.9627019,MA,FCOJ,2009,Apr,MomPop
561.5214735,1.9627019,MA,FCOJ,2009,May,MomPop
503.1313268,1.9627019,MA,FCOJ,2009,Jun,MomPop
538.9853117,1.9627019,MA,FCOJ,2009,Jul,MomPop
515.843006,1.9627019,MA,FCOJ,2009,Aug,MomPop
1149.963274,1.85840041,SE,FCOJ,2009,Sep,MomPop
755.6333063,1.85840041,SE,FCOJ,2009,Oct,MomPop
654.9156392,1.85840041,SE,FCOJ,2009,Nov,MomPop
735.835983,1.85840041,SE,FCOJ,2009,Dec,MomPop
643.0029465,1.85840041,SE,FCOJ,2009,Jan,MomPop
578.7998881,1.85840041,SE,FCOJ,2009,Feb,MomPop
714.0087973,1.85840041,SE,FCOJ,2009,Mar,MomPop
638.0059242,1.85840041,SE,FCOJ,2009,Apr,MomPop
680.2596397,1.85840041,SE,FCOJ,2009,May,MomPop
725.0159523,1.85840041,SE,FCOJ,2009,Jun,MomPop
736.167473,1.85840041,SE,FCOJ,2009,Jul,MomPop
706.3915963,1.85840041,SE,FCOJ,2009,Aug,MomPop
1093.939756,2.140581519,MW,FCOJ,2009,Sep,MomPop
696.3849808,2.140581519,MW,FCOJ,2009,Oct,MomPop
874.5285888,2.140581519,MW,FCOJ,2009,Nov,MomPop
712.140199,2.140581519,MW,FCOJ,2009,Dec,MomPop
675.3396522,2.140581519,MW,FCOJ,2009,Jan,MomPop
742.5033281,2.140581519,MW,FCOJ,2009,Feb,MomPop
698.2334155,2.140581519,MW,FCOJ,2009,Mar,MomPop
653.6931978,2.140581519,MW,FCOJ,2009,Apr,MomPop
696.3051047,2.140581519,MW,FCOJ,2009,May,MomPop
602.2889492,2.140581519,MW,FCOJ,2009,Jun,MomPop
603.027158,2.140581519,MW,FCOJ,2009,Jul,MomPop
693.314331,2.140581519,MW,FCOJ,2009,Aug,MomPop
1293.495014,1.789740744,DS,FCOJ,2009,Sep,MomPop
1363,1.789740744,DS,FCOJ,2009,Oct,MomPop
1386,1.789740744,DS,FCOJ,2009,Nov,MomPop
1203,1.789740744,DS,FCOJ,2009,Dec,MomPop
1332,1.789740744,DS,FCOJ,2009,Jan,MomPop
1191,1.789740744,DS,FCOJ,2009,Feb,MomPop
1401,1.789740744,DS,FCOJ,2009,Mar,MomPop
1045,1.789740744,DS,FCOJ,2009,Apr,MomPop
1105,1.789740744,DS,FCOJ,2009,May,MomPop
1250,1.789740744,DS,FCOJ,2009,Jun,MomPop
1252,1.789740744,DS,FCOJ,2009,Jul,MomPop
1534,1.789740744,DS,FCOJ,2009,Aug,MomPop
