Sales,Price,Region,Product,Year,Month,Source,Indicator
1659.664118,1.411294122,DS,FCOJ,2007,Nov,MomPop,0
813.7057263,2.075740118,DS,FCOJ,2007,Dec,MomPop,0
415.3472756,3.148312879,DS,FCOJ,2007,Jan,MomPop,0
285.2223137,3.527967925,DS,FCOJ,2007,Feb,MomPop,0
555.2400668,2.615850296,DS,FCOJ,2007,Mar,MomPop,0
446.1217208,2.864463084,DS,FCOJ,2007,May,MomPop,0
493.0854057,2.697755155,DS,FCOJ,2007,Jun,MomPop,0
1058.370664,2.021001999,DS,FCOJ,2007,Jul,MomPop,0
252.8427055,3.461448715,DS,FCOJ,2007,Aug,MomPop,0
1153,1.172739015,NW,FCOJ,2007,Sep,MomPop,0
295.0451011,2.548890343,NW,FCOJ,2007,Oct,MomPop,0
114,3.34924865,NW,FCOJ,2007,Nov,MomPop,0
166,3.090787424,NW,FCOJ,2007,Dec,MomPop,0
379.4640581,2.284249511,NW,FCOJ,2007,Jan,MomPop,0
176.7388745,3.206909103,NW,FCOJ,2007,Feb,MomPop,0
295.5448413,2.420060459,NW,FCOJ,2007,Mar,MomPop,0
2054.812061,1.027759674,NW,FCOJ,2007,May,MomPop,0
261.3691231,2.667999972,NW,FCOJ,2007,Jun,MomPop,0
347.235386,2.278904499,NW,FCOJ,2007,Jul,MomPop,0
240.536043,2.929853854,NW,FCOJ,2007,Aug,MomPop,0
230,3.375656618,SW,FCOJ,2007,Sep,MomPop,0
479.8744158,2.459300578,SW,FCOJ,2007,Oct,MomPop,0
1142.543243,1.775154394,SW,FCOJ,2007,Nov,MomPop,0
358.4146591,2.730046592,SW,FCOJ,2007,Dec,MomPop,0
472.1543119,2.472676428,SW,FCOJ,2007,Jan,MomPop,0
705.3622115,2.016306692,SW,FCOJ,2007,Feb,MomPop,0
263.7238472,3.185405025,SW,FCOJ,2007,Mar,MomPop,0
268.3393139,3.18773885,SW,FCOJ,2007,May,MomPop,0
258.3617751,3.572636306,SW,FCOJ,2007,Jun,MomPop,0
877.2719137,1.859243862,SW,FCOJ,2007,Jul,MomPop,0
2031.745972,1.240845652,SW,FCOJ,2007,Aug,MomPop,0
380,2.523586726,NE,ORA,2008,Sep,MomPop,0
1276,2.134124078,MA,ORA,2008,Sep,MomPop,0
750,1.973841218,SE,ORA,2008,Sep,MomPop,0
1646,1.949137958,MW,ORA,2008,Sep,MomPop,0
867,1.806688919,DS,ORA,2008,Sep,MomPop,0
752,1.806688919,DS,ORA,2008,Oct,MomPop,0
982,1.806688919,DS,ORA,2008,Nov,MomPop,0
1026,1.806688919,DS,ORA,2008,Dec,MomPop,0
998,1.806688919,DS,ORA,2008,Jan,MomPop,0
956,1.806688919,DS,ORA,2008,Feb,MomPop,0
1038,1.806688919,DS,ORA,2008,Mar,MomPop,0
1014,1.806688919,DS,ORA,2008,Apr,MomPop,0
950,1.806688919,DS,ORA,2008,May,MomPop,0
958,1.806688919,DS,ORA,2008,Jun,MomPop,0
910,1.806688919,DS,ORA,2008,Jul,MomPop,0
1156,1.806688919,DS,ORA,2008,Aug,MomPop,0
475,1.836660842,NW,ORA,2008,Sep,MomPop,0
493,1.836660842,NW,ORA,2008,Oct,MomPop,0
566,1.836660842,NW,ORA,2008,Nov,MomPop,0
505,1.836660842,NW,ORA,2008,Dec,MomPop,0
590,1.836660842,NW,ORA,2008,Jan,MomPop,0
593,1.836660842,NW,ORA,2008,Feb,MomPop,0
574,1.836660842,NW,ORA,2008,Mar,MomPop,0
636,1.836660842,NW,ORA,2008,Apr,MomPop,0
626,1.836660842,NW,ORA,2008,May,MomPop,0
597,1.836660842,NW,ORA,2008,Jun,MomPop,0
618,1.836660842,NW,ORA,2008,Jul,MomPop,0
588,1.836660842,NW,ORA,2008,Aug,MomPop,0
491,2.241670434,SW,ORA,2008,Sep,MomPop,0
494,2.241670434,SW,ORA,2008,Oct,MomPop,0
518,2.241670434,SW,ORA,2008,Nov,MomPop,0
575,2.241670434,SW,ORA,2008,Dec,MomPop,0
456,2.241670434,SW,ORA,2008,Jan,MomPop,0
571,2.241670434,SW,ORA,2008,Feb,MomPop,0
464,2.241670434,SW,ORA,2008,Mar,MomPop,0
535,2.241670434,SW,ORA,2008,Apr,MomPop,0
494,2.241670434,SW,ORA,2008,May,MomPop,0
563,2.241670434,SW,ORA,2008,Jun,MomPop,0
496,2.241670434,SW,ORA,2008,Jul,MomPop,0
561,2.241670434,SW,ORA,2008,Aug,MomPop,0
1575.825655,1.805,NE,ROJ,2008,Sep,MomPop,0
1352,1.805,NE,ROJ,2008,Oct,MomPop,0
1335,1.805,NE,ROJ,2008,Nov,MomPop,0
1407,1.805,NE,ROJ,2008,Dec,MomPop,0
1667,1.805,NE,ROJ,2008,Jan,MomPop,0
1547,1.805,NE,ROJ,2008,Feb,MomPop,0
1372,1.805,NE,ROJ,2008,Mar,MomPop,0
1635,1.805,NE,ROJ,2008,Apr,MomPop,0
1582,1.805,NE,ROJ,2008,May,MomPop,0
1579,1.805,NE,ROJ,2008,Jun,MomPop,0
1792,1.805,NE,ROJ,2008,Jul,MomPop,0
1720,1.805,NE,ROJ,2008,Aug,MomPop,0
2979.181491,1.805,MA,ROJ,2008,Sep,MomPop,0
2580,1.805,MA,ROJ,2008,Oct,MomPop,0
2926,1.805,MA,ROJ,2008,Nov,MomPop,0
2486,1.805,MA,ROJ,2008,Dec,MomPop,0
2552,1.805,MA,ROJ,2008,Jan,MomPop,0
2665,1.805,MA,ROJ,2008,Feb,MomPop,0
3079,1.805,MA,ROJ,2008,Mar,MomPop,0
2971,1.805,MA,ROJ,2008,Apr,MomPop,0
3076,1.805,MA,ROJ,2008,May,MomPop,0
2951,1.805,MA,ROJ,2008,Jun,MomPop,0
2473,1.805,MA,ROJ,2008,Jul,MomPop,0
2680,1.805,MA,ROJ,2008,Aug,MomPop,0
927.0691779,2.0425,SE,ROJ,2008,Sep,MomPop,0
970,2.0425,SE,ROJ,2008,Oct,MomPop,0
794,2.0425,SE,ROJ,2008,Nov,MomPop,0
916,2.0425,SE,ROJ,2008,Dec,MomPop,0
979,2.0425,SE,ROJ,2008,Jan,MomPop,0
939,2.0425,SE,ROJ,2008,Feb,MomPop,0
788,2.0425,SE,ROJ,2008,Mar,MomPop,0
968,2.0425,SE,ROJ,2008,Apr,MomPop,0
833,2.0425,SE,ROJ,2008,May,MomPop,0
846,2.0425,SE,ROJ,2008,Jun,MomPop,0
964,2.0425,SE,ROJ,2008,Jul,MomPop,0
842,2.0425,SE,ROJ,2008,Aug,MomPop,0
1157.150557,2.09,MW,ROJ,2008,Sep,MomPop,0
1090.073791,2.09,MW,ROJ,2008,Oct,MomPop,0
1299.662221,2.09,MW,ROJ,2008,Nov,MomPop,0
1134.364075,2.09,MW,ROJ,2008,Dec,MomPop,0
1103.832586,2.09,MW,ROJ,2008,Jan,MomPop,0
1343.918566,2.09,MW,ROJ,2008,Feb,MomPop,0
1342.269482,2.09,MW,ROJ,2008,Mar,MomPop,0
1355.089101,2.09,MW,ROJ,2008,Apr,MomPop,0
1503.372613,2.09,MW,ROJ,2008,May,MomPop,0
1065.487978,2.09,MW,ROJ,2008,Jun,MomPop,0
1213.068698,2.09,MW,ROJ,2008,Jul,MomPop,0
1042.635762,2.09,MW,ROJ,2008,Aug,MomPop,0
783.4024234,2.09,DS,ROJ,2008,Sep,MomPop,0
752.6094947,2.09,DS,ROJ,2008,Oct,MomPop,0
733.3612,2.09,DS,ROJ,2008,Nov,MomPop,0
938.6452048,2.09,DS,ROJ,2008,Dec,MomPop,0
759.7110396,2.09,DS,ROJ,2008,Jan,MomPop,0
788.9582732,2.09,DS,ROJ,2008,Feb,MomPop,0
903.5177192,2.09,DS,ROJ,2008,Mar,MomPop,0
944.1456628,2.09,DS,ROJ,2008,Apr,MomPop,0
755.7987384,2.09,DS,ROJ,2008,May,MomPop,0
865.074447,2.09,DS,ROJ,2008,Jun,MomPop,0
800.0565258,2.09,DS,ROJ,2008,Jul,MomPop,0
286.4943842,2.386134912,NW,ROJ,2008,Sep,MomPop,0
303.5561819,2.386134912,NW,ROJ,2008,Oct,MomPop,0
343.7909535,2.386134912,NW,ROJ,2008,Nov,MomPop,0
267.432466,2.386134912,NW,ROJ,2008,Dec,MomPop,0
344.6061953,2.386134912,NW,ROJ,2008,Jan,MomPop,0
336.5830201,2.386134912,NW,ROJ,2008,Feb,MomPop,0
298.3583014,2.386134912,NW,ROJ,2008,Mar,MomPop,0
294.8967295,2.386134912,NW,ROJ,2008,Apr,MomPop,0
356.7146385,2.386134912,NW,ROJ,2008,May,MomPop,0
303.1450556,2.386134912,NW,ROJ,2008,Jun,MomPop,0
341.0130174,2.386134912,NW,ROJ,2008,Jul,MomPop,0
1073.240488,1.9,SW,ROJ,2008,Sep,MomPop,0
844.3727074,2.09,SW,ROJ,2008,Oct,MomPop,0
817.9786576,2.09,SW,ROJ,2008,Nov,MomPop,0
867.1063326,2.09,SW,ROJ,2008,Dec,MomPop,0
766.4912664,2.09,SW,ROJ,2008,Jan,MomPop,0
1016.830025,2.09,SW,ROJ,2008,Feb,MomPop,0
978.384916,2.09,SW,ROJ,2008,Mar,MomPop,0
941.2521463,2.09,SW,ROJ,2008,Apr,MomPop,0
727.0197443,2.09,SW,ROJ,2008,May,MomPop,0
884.182969,2.09,SW,ROJ,2008,Jun,MomPop,0
832.3903713,2.09,SW,ROJ,2008,Jul,MomPop,0
1224.825655,1.81725198,NE,FCOJ,2008,Sep,MomPop,0
1070,1.81725198,NE,FCOJ,2008,Oct,MomPop,0
1465,1.81725198,NE,FCOJ,2008,Nov,MomPop,0
1129,1.81725198,NE,FCOJ,2008,Dec,MomPop,0
1279,1.81725198,NE,FCOJ,2008,Jan,MomPop,0
1344,1.81725198,NE,FCOJ,2008,Feb,MomPop,0
1317,1.81725198,NE,FCOJ,2008,Mar,MomPop,0
1557,1.81725198,NE,FCOJ,2008,Apr,MomPop,0
1222,1.81725198,NE,FCOJ,2008,May,MomPop,0
1533,1.81725198,NE,FCOJ,2008,Jun,MomPop,0
1060,1.81725198,NE,FCOJ,2008,Jul,MomPop,0
1359,1.81725198,NE,FCOJ,2008,Aug,MomPop,0
859.1814911,1.9627019,MA,FCOJ,2008,Sep,MomPop,0
931,1.9627019,MA,FCOJ,2008,Oct,MomPop,0
995,1.9627019,MA,FCOJ,2008,Nov,MomPop,0
1116,1.9627019,MA,FCOJ,2008,Dec,MomPop,0
1108,1.9627019,MA,FCOJ,2008,Jan,MomPop,0
847,1.9627019,MA,FCOJ,2008,Feb,MomPop,0
915,1.9627019,MA,FCOJ,2008,Mar,MomPop,0
1159,1.9627019,MA,FCOJ,2008,Apr,MomPop,0
1003,1.9627019,MA,FCOJ,2008,May,MomPop,0
1229,1.9627019,MA,FCOJ,2008,Jun,MomPop,0
1380,1.9627019,MA,FCOJ,2008,Jul,MomPop,0
1262,1.9627019,MA,FCOJ,2008,Aug,MomPop,0
1330.069178,1.85840041,SE,FCOJ,2008,Sep,MomPop,0
1192,1.85840041,SE,FCOJ,2008,Oct,MomPop,0
1324,1.85840041,SE,FCOJ,2008,Nov,MomPop,0
1219,1.85840041,SE,FCOJ,2008,Dec,MomPop,0
1313,1.85840041,SE,FCOJ,2008,Jan,MomPop,0
1406,1.85840041,SE,FCOJ,2008,Feb,MomPop,0
1491,1.85840041,SE,FCOJ,2008,Mar,MomPop,0
1478,1.85840041,SE,FCOJ,2008,Apr,MomPop,0
1420,1.85840041,SE,FCOJ,2008,May,MomPop,0
1161,1.85840041,SE,FCOJ,2008,Jun,MomPop,0
1583,1.85840041,SE,FCOJ,2008,Jul,MomPop,0
1366,1.85840041,SE,FCOJ,2008,Aug,MomPop,0
1170.150557,2.140581519,MW,FCOJ,2008,Sep,MomPop,0
1451.073791,2.140581519,MW,FCOJ,2008,Oct,MomPop,0
1199.662221,2.140581519,MW,FCOJ,2008,Nov,MomPop,0
1475.364075,2.140581519,MW,FCOJ,2008,Dec,MomPop,0
1273.832586,2.140581519,MW,FCOJ,2008,Jan,MomPop,0
1468.918566,2.140581519,MW,FCOJ,2008,Feb,MomPop,0
1109.269482,2.140581519,MW,FCOJ,2008,Mar,MomPop,0
1349.089101,2.140581519,MW,FCOJ,2008,Apr,MomPop,0
1131.372613,2.140581519,MW,FCOJ,2008,May,MomPop,0
1125.954813,2.140581519,MW,FCOJ,2008,Jun,MomPop,0
1276.068698,2.140581519,MW,FCOJ,2008,Jul,MomPop,0
1157.128547,2.140581519,MW,FCOJ,2008,Aug,MomPop,0
1128.402423,1.789740744,DS,FCOJ,2008,Sep,MomPop,0
1194.516082,1.789740744,DS,FCOJ,2008,Oct,MomPop,0
1286.3612,1.789740744,DS,FCOJ,2008,Nov,MomPop,0
1160.645205,1.789740744,DS,FCOJ,2008,Dec,MomPop,0
1151.71104,1.789740744,DS,FCOJ,2008,Jan,MomPop,0
1511.958273,1.789740744,DS,FCOJ,2008,Feb,MomPop,0
1356.517719,1.789740744,DS,FCOJ,2008,Mar,MomPop,0
1370.145663,1.789740744,DS,FCOJ,2008,Apr,MomPop,0
1320.798738,1.789740744,DS,FCOJ,2008,May,MomPop,0
1166.056526,1.789740744,DS,FCOJ,2008,Jul,MomPop,0
1149.370482,1.789740744,DS,FCOJ,2008,Aug,MomPop,0
464.4943842,1.949710947,NW,FCOJ,2008,Sep,MomPop,0
493.5561819,1.949710947,NW,FCOJ,2008,Oct,MomPop,0
428.7909535,1.949710947,NW,FCOJ,2008,Nov,MomPop,0
446.432466,1.949710947,NW,FCOJ,2008,Dec,MomPop,0
468.6061953,1.949710947,NW,FCOJ,2008,Jan,MomPop,0
516.5830201,1.949710947,NW,FCOJ,2008,Feb,MomPop,0
466.3583014,1.949710947,NW,FCOJ,2008,Mar,MomPop,0
473.8967295,1.949710947,NW,FCOJ,2008,Apr,MomPop,0
590.7146385,1.949710947,NW,FCOJ,2008,May,MomPop,0
561.0130174,1.949710947,NW,FCOJ,2008,Jul,MomPop,0
577.7192478,1.949710947,NW,FCOJ,2008,Aug,MomPop,0
742.2404885,1.987587194,SW,FCOJ,2008,Sep,MomPop,0
826.3727074,1.987587194,SW,FCOJ,2008,Oct,MomPop,0
829.9786576,1.987587194,SW,FCOJ,2008,Nov,MomPop,0
717.1063326,1.987587194,SW,FCOJ,2008,Dec,MomPop,0
649.4912664,1.987587194,SW,FCOJ,2008,Jan,MomPop,0
841.8300254,1.987587194,SW,FCOJ,2008,Feb,MomPop,0
907.384916,1.987587194,SW,FCOJ,2008,Mar,MomPop,0
847.2521463,1.987587194,SW,FCOJ,2008,Apr,MomPop,0
758.0197443,1.987587194,SW,FCOJ,2008,May,MomPop,0
768.3903713,1.987587194,SW,FCOJ,2008,Jul,MomPop,0
940.0973277,1.987587194,SW,FCOJ,2008,Aug,MomPop,0
471,2.523586726,NE,ORA,2009,Sep,MomPop,0
472,2.523586726,NE,ORA,2009,Oct,MomPop,0
438,2.523586726,NE,ORA,2009,Nov,MomPop,0
492,2.523586726,NE,ORA,2009,Dec,MomPop,0
532,2.523586726,NE,ORA,2009,Jan,MomPop,0
473,2.523586726,NE,ORA,2009,Feb,MomPop,0
432,2.523586726,NE,ORA,2009,Mar,MomPop,0
486,2.523586726,NE,ORA,2009,Apr,MomPop,0
470,2.523586726,NE,ORA,2009,May,MomPop,0
566,2.523586726,NE,ORA,2009,Jun,MomPop,0
552,2.523586726,NE,ORA,2009,Jul,MomPop,0
515,2.523586726,NE,ORA,2009,Aug,MomPop,0
1292,2.134124078,MA,ORA,2009,Sep,MomPop,0
1033,2.134124078,MA,ORA,2009,Oct,MomPop,0
1163,2.134124078,MA,ORA,2009,Nov,MomPop,0
1348,2.134124078,MA,ORA,2009,Dec,MomPop,0
1317,2.134124078,MA,ORA,2009,Jan,MomPop,0
1158,2.134124078,MA,ORA,2009,Feb,MomPop,0
1597,2.134124078,MA,ORA,2009,Mar,MomPop,0
1462,2.134124078,MA,ORA,2009,Apr,MomPop,0
1473,2.134124078,MA,ORA,2009,May,MomPop,0
1343,2.134124078,MA,ORA,2009,Jun,MomPop,0
1037,2.134124078,MA,ORA,2009,Jul,MomPop,0
1109,2.134124078,MA,ORA,2009,Aug,MomPop,0
857,1.973841218,SE,ORA,2009,Sep,MomPop,0
851,1.973841218,SE,ORA,2009,Oct,MomPop,0
752,1.973841218,SE,ORA,2009,Nov,MomPop,0
716,1.973841218,SE,ORA,2009,Dec,MomPop,0
776,1.973841218,SE,ORA,2009,Jan,MomPop,0
880,1.973841218,SE,ORA,2009,Feb,MomPop,0
940,1.973841218,SE,ORA,2009,Mar,MomPop,0
819,1.973841218,SE,ORA,2009,Apr,MomPop,0
760,1.973841218,SE,ORA,2009,May,MomPop,0
737,1.973841218,SE,ORA,2009,Jun,MomPop,0
760,1.973841218,SE,ORA,2009,Jul,MomPop,0
856,1.973841218,SE,ORA,2009,Aug,MomPop,0
1484,1.949137958,MW,ORA,2009,Sep,MomPop,0
1336,1.949137958,MW,ORA,2009,Oct,MomPop,0
1234,1.949137958,MW,ORA,2009,Nov,MomPop,0
1125,1.949137958,MW,ORA,2009,Dec,MomPop,0
1288,1.949137958,MW,ORA,2009,Jan,MomPop,0
1059,1.949137958,MW,ORA,2009,Feb,MomPop,0
1078,1.949137958,MW,ORA,2009,Mar,MomPop,0
1443,1.949137958,MW,ORA,2009,Apr,MomPop,0
1400,1.949137958,MW,ORA,2009,May,MomPop,0
1364,1.949137958,MW,ORA,2009,Jun,MomPop,0
1375,1.949137958,MW,ORA,2009,Jul,MomPop,0
1453,1.949137958,MW,ORA,2009,Aug,MomPop,0
842,1.806688919,DS,ORA,2009,Sep,MomPop,0
444,1.836660842,NW,ORA,2009,Sep,MomPop,0
576,2.241670434,SW,ORA,2009,Sep,MomPop,0
1522,2.06723335,DS,POJ,2009,Oct,MomPop,0
1768,2.06723335,DS,POJ,2009,Nov,MomPop,0
1775,2.06723335,DS,POJ,2009,Dec,MomPop,0
1550,2.06723335,DS,POJ,2009,Jan,MomPop,0
1618,2.06723335,DS,POJ,2009,Feb,MomPop,0
1564,2.06723335,DS,POJ,2009,Mar,MomPop,0
1599,2.06723335,DS,POJ,2009,Apr,MomPop,0
1469,2.06723335,DS,POJ,2009,May,MomPop,0
1763,2.06723335,DS,POJ,2009,Jun,MomPop,0
1353,2.06723335,DS,POJ,2009,Jul,MomPop,0
1492,2.06723335,DS,POJ,2009,Aug,MomPop,0
451,2.066372766,NW,POJ,2009,Oct,MomPop,0
499,2.066372766,NW,POJ,2009,Nov,MomPop,0
447,2.066372766,NW,POJ,2009,Dec,MomPop,0
582,2.066372766,NW,POJ,2009,Jan,MomPop,0
465,2.066372766,NW,POJ,2009,Feb,MomPop,0
445,2.066372766,NW,POJ,2009,Mar,MomPop,0
611,2.066372766,NW,POJ,2009,Apr,MomPop,0
563,2.066372766,NW,POJ,2009,May,MomPop,0
540,2.066372766,NW,POJ,2009,Jun,MomPop,0
568,2.066372766,NW,POJ,2009,Jul,MomPop,0
587,2.066372766,NW,POJ,2009,Aug,MomPop,0
552,2.455593979,SW,POJ,2009,Oct,MomPop,0
559,2.455593979,SW,POJ,2009,Nov,MomPop,0
613,2.455593979,SW,POJ,2009,Dec,MomPop,0
582,2.455593979,SW,POJ,2009,Jan,MomPop,0
544,2.455593979,SW,POJ,2009,Feb,MomPop,0
551,2.455593979,SW,POJ,2009,Mar,MomPop,0
613,2.455593979,SW,POJ,2009,Apr,MomPop,0
615,2.455593979,SW,POJ,2009,May,MomPop,0
692,2.455593979,SW,POJ,2009,Jun,MomPop,0
600,2.455593979,SW,POJ,2009,Jul,MomPop,0
610,2.455593979,SW,POJ,2009,Aug,MomPop,0
1509.647864,1.805,NE,ROJ,2009,Sep,MomPop,0
1186,1.805,NE,ROJ,2009,Oct,MomPop,0
1591,1.805,NE,ROJ,2009,Nov,MomPop,0
1403,1.805,NE,ROJ,2009,Dec,MomPop,0
2488.391839,1.805,MA,ROJ,2009,Sep,MomPop,0
2634,1.805,MA,ROJ,2009,Oct,MomPop,0
2476,1.805,MA,ROJ,2009,Nov,MomPop,0
2793,1.805,MA,ROJ,2009,Dec,MomPop,0
926.0553727,2.0425,SE,ROJ,2009,Sep,MomPop,0
881,2.0425,SE,ROJ,2009,Oct,MomPop,0
710,2.0425,SE,ROJ,2009,Nov,MomPop,0
781,2.0425,SE,ROJ,2009,Dec,MomPop,0
1167.412923,2.09,MW,ROJ,2009,Sep,MomPop,0
1366,2.09,MW,ROJ,2009,Oct,MomPop,0
1209,2.09,MW,ROJ,2009,Nov,MomPop,0
1015,2.09,MW,ROJ,2009,Dec,MomPop,0
770,2.09,DS,ROJ,2009,Oct,MomPop,0
750,2.09,DS,ROJ,2009,Nov,MomPop,0
707,2.09,DS,ROJ,2009,Dec,MomPop,0
866,2.09,DS,ROJ,2009,Jan,MomPop,0
768,2.09,DS,ROJ,2009,Feb,MomPop,0
748,2.09,DS,ROJ,2009,Mar,MomPop,0
949,2.09,DS,ROJ,2009,Apr,MomPop,0
801,2.09,DS,ROJ,2009,May,MomPop,0
787,2.09,DS,ROJ,2009,Jun,MomPop,0
774,2.09,DS,ROJ,2009,Jul,MomPop,0
870,2.09,DS,ROJ,2009,Aug,MomPop,0
259,2.386134912,NW,ROJ,2009,Oct,MomPop,0
306,2.386134912,NW,ROJ,2009,Nov,MomPop,0
303,2.386134912,NW,ROJ,2009,Dec,MomPop,0
289,2.386134912,NW,ROJ,2009,Jan,MomPop,0
250,2.386134912,NW,ROJ,2009,Feb,MomPop,0
326,2.386134912,NW,ROJ,2009,Mar,MomPop,0
286,2.386134912,NW,ROJ,2009,Apr,MomPop,0
263,2.386134912,NW,ROJ,2009,May,MomPop,0
287,2.386134912,NW,ROJ,2009,Jun,MomPop,0
327,2.386134912,NW,ROJ,2009,Jul,MomPop,0
343,2.386134912,NW,ROJ,2009,Aug,MomPop,0
1245,1.8,SW,ROJ,2009,Oct,MomPop,0
620,2.09,SW,ROJ,2009,Nov,MomPop,0
914,2.09,SW,ROJ,2009,Dec,MomPop,0
909,2.09,SW,ROJ,2009,Jan,MomPop,0
728,2.09,SW,ROJ,2009,Feb,MomPop,0
785,2.09,SW,ROJ,2009,Mar,MomPop,0
939,2.09,SW,ROJ,2009,Apr,MomPop,0
907,2.09,SW,ROJ,2009,May,MomPop,0
821,2.09,SW,ROJ,2009,Jun,MomPop,0
917,2.09,SW,ROJ,2009,Jul,MomPop,0
819,2.09,SW,ROJ,2009,Aug,MomPop,0
1293.495014,1.789740744,DS,FCOJ,2009,Sep,MomPop,0
1363,1.789740744,DS,FCOJ,2009,Oct,MomPop,0
1386,1.789740744,DS,FCOJ,2009,Nov,MomPop,0
1203,1.789740744,DS,FCOJ,2009,Dec,MomPop,0
1332,1.789740744,DS,FCOJ,2009,Jan,MomPop,0
1191,1.789740744,DS,FCOJ,2009,Feb,MomPop,0
1401,1.789740744,DS,FCOJ,2009,Mar,MomPop,0
1045,1.789740744,DS,FCOJ,2009,Apr,MomPop,0
1105,1.789740744,DS,FCOJ,2009,May,MomPop,0
1250,1.789740744,DS,FCOJ,2009,Jun,MomPop,0
1252,1.789740744,DS,FCOJ,2009,Jul,MomPop,0
1534,1.789740744,DS,FCOJ,2009,Aug,MomPop,0
478.1955972,1.949710947,NW,FCOJ,2009,Sep,MomPop,0
526,1.949710947,NW,FCOJ,2009,Oct,MomPop,0
409,1.949710947,NW,FCOJ,2009,Nov,MomPop,0
522,1.949710947,NW,FCOJ,2009,Dec,MomPop,0
476,1.949710947,NW,FCOJ,2009,Jan,MomPop,0
593,1.949710947,NW,FCOJ,2009,Feb,MomPop,0
523,1.949710947,NW,FCOJ,2009,Mar,MomPop,0
524,1.949710947,NW,FCOJ,2009,Apr,MomPop,0
460,1.949710947,NW,FCOJ,2009,May,MomPop,0
527,1.949710947,NW,FCOJ,2009,Jun,MomPop,0
494,1.949710947,NW,FCOJ,2009,Jul,MomPop,0
564,1.949710947,NW,FCOJ,2009,Aug,MomPop,0
742.3392847,1.987587194,SW,FCOJ,2009,Sep,MomPop,0
762,1.987587194,SW,FCOJ,2009,Oct,MomPop,0
680,1.987587194,SW,FCOJ,2009,Nov,MomPop,0
799,1.987587194,SW,FCOJ,2009,Dec,MomPop,0
791,1.987587194,SW,FCOJ,2009,Jan,MomPop,0
687,1.987587194,SW,FCOJ,2009,Feb,MomPop,0
746,1.987587194,SW,FCOJ,2009,Mar,MomPop,0
924,1.987587194,SW,FCOJ,2009,Apr,MomPop,0
896,1.987587194,SW,FCOJ,2009,May,MomPop,0
730,1.987587194,SW,FCOJ,2009,Jun,MomPop,0
906,1.987587194,SW,FCOJ,2009,Jul,MomPop,0
722,1.987587194,SW,FCOJ,2009,Aug,MomPop,0
775,1.81725198,NE,ORA,2010,Sep,MomPop,0
927,1.81725198,NE,ORA,2010,Oct,MomPop,0
1559,1.9627019,MA,ORA,2010,Sep,MomPop,0
1482,1.9627019,MA,ORA,2010,Oct,MomPop,0
815,1.85840041,SE,ORA,2010,Sep,MomPop,0
780,1.85840041,SE,ORA,2010,Oct,MomPop,0
1068.217156,2.140581519,MW,ORA,2010,Sep,MomPop,0
1349,2.140581519,MW,ORA,2010,Oct,MomPop,0
904,1.789740744,DS,ORA,2010,Oct,MomPop,0
1061,1.789740744,DS,ORA,2010,Nov,MomPop,0
1092,1.789740744,DS,ORA,2010,Dec,MomPop,0
956,1.789740744,DS,ORA,2010,Jan,MomPop,0
1059,1.789740744,DS,ORA,2010,Feb,MomPop,0
960,1.789740744,DS,ORA,2010,Mar,MomPop,0
928,1.789740744,DS,ORA,2010,Apr,MomPop,0
1089,1.789740744,DS,ORA,2010,May,MomPop,0
1044,1.789740744,DS,ORA,2010,Jun,MomPop,0
1122,1.789740744,DS,ORA,2010,Jul,MomPop,0
951,1.789740744,DS,ORA,2010,Aug,MomPop,0
415,1.949710947,NW,ORA,2010,Oct,MomPop,0
442,1.949710947,NW,ORA,2010,Nov,MomPop,0
487,1.949710947,NW,ORA,2010,Dec,MomPop,0
404,1.949710947,NW,ORA,2010,Jan,MomPop,0
584,1.949710947,NW,ORA,2010,Feb,MomPop,0
526,1.949710947,NW,ORA,2010,Mar,MomPop,0
444,1.949710947,NW,ORA,2010,Apr,MomPop,0
524,1.949710947,NW,ORA,2010,May,MomPop,0
607,1.949710947,NW,ORA,2010,Jun,MomPop,0
516,1.949710947,NW,ORA,2010,Jul,MomPop,0
577,1.949710947,NW,ORA,2010,Aug,MomPop,0
687,1.987587194,SW,ORA,2010,Oct,MomPop,0
711,1.987587194,SW,ORA,2010,Nov,MomPop,0
598,1.987587194,SW,ORA,2010,Dec,MomPop,0
658,1.987587194,SW,ORA,2010,Jan,MomPop,0
603,1.987587194,SW,ORA,2010,Feb,MomPop,0
686,1.987587194,SW,ORA,2010,Mar,MomPop,0
587,1.987587194,SW,ORA,2010,Apr,MomPop,0
732,1.987587194,SW,ORA,2010,May,MomPop,0
587,1.987587194,SW,ORA,2010,Jun,MomPop,0
671,1.987587194,SW,ORA,2010,Jul,MomPop,0
710,1.987587194,SW,ORA,2010,Aug,MomPop,0
749,2.523586726,NE,POJ,2010,Oct,MomPop,0
617,2.523586726,NE,POJ,2010,Nov,MomPop,0
721,2.523586726,NE,POJ,2010,Jan,MomPop,0
677,2.523586726,NE,POJ,2010,Feb,MomPop,0
679,2.523586726,NE,POJ,2010,Mar,MomPop,0
734,2.523586726,NE,POJ,2010,Aug,MomPop,0
2224,2.134124078,MA,POJ,2010,Oct,MomPop,0
2626,2.134124078,MA,POJ,2010,Nov,MomPop,0
2335,2.134124078,MA,POJ,2010,Jan,MomPop,0
2502,2.134124078,MA,POJ,2010,Feb,MomPop,0
2859,2.134124078,MA,POJ,2010,Mar,MomPop,0
